csv_code,ref_id,variable,survey_year,topic,selection_source,question,feature_group,year_num
C2525900,C25259.00,ANTI2002,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,2002.0
C2526000,C25260.00,ANTIPX2002,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,2002.0
C2526100,C25261.00,ANTIP2002,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,2002.0
C2526200,C25262.00,ANTIZX2002,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,2002.0
C2526300,C25263.00,ANTIZ2002,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,2002.0
C2737600,C27376.00,BPI-04,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2002.0
C2737800,C27378.00,BPI-06,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2002.0
C2738200,C27382.00,BPI-10,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2002.0
C2738300,C27383.00,BPI-11,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2002.0
C2738500,C27385.00,BPI-13,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2002.0
C2739100,C27391.00,BPI-19,2002,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2002.0
C2740000,C27400.00,BPI-28,2002,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2002.0
C0008046,C00080.46,CRES2002,2002,"Household, Geography & Demographics",quick_curated_logit_predictor; team_feature_lasso_top30,USUAL RESIDENCE OF CHILD,family/home,2002.0
C2521400,C25214.00,NH6_112002,2002,"Parents, Family Process & Childhood",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,# HOUSEHOLD MEMBERS AGED 6 - 11 IN HOUSEHOLD OF MOTHER,family/home,2002.0
C2760900,C27609.00,CSAS024A,2002,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON,peer/neighborhood,2002.0
C2765800,C27658.00,CSAS040B,2002,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,prior delinquency/contact,2002.0
Y1415900,Y14159.00,YASR-60C,2002,Crime & Substance Use,crime_related_variable,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED,prior delinquency/contact,2002.0
Y1417400,Y14174.00,YASR-65A~000001,2002,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,prior delinquency/contact,2002.0
Y1417401,Y14174.01,YASR-65A~000002,2002,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,prior delinquency/contact,2002.0
Y1417402,Y14174.02,YASR-65A~000003,2002,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,prior delinquency/contact,2002.0
Y1417404,Y14174.04,YASR-65A~000005,2002,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,prior delinquency/contact,2002.0
Y1417600,Y14176.00,YASR-67,2002,Crime & Substance Use,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,prior delinquency/contact,2002.0
Y1417500,Y14175.00,YASR-66,2002,Other / Unclassified,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS,prior delinquency/contact,2002.0
Y1255500,Y12555.00,Q4-5AA,2002,Crime & Substance Use,crime_related_variable,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY,school/achievement,2002.0
Y1255600,Y12556.00,Q4-5AB,2002,Crime & Substance Use,crime_related_variable,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON,school/achievement,2002.0
Y1416800,Y14168.00,YASR-61B,2002,Crime & Substance Use,crime_related_variable,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,school/achievement,2002.0
C2573200,C25732.00,SCHL-32,2002,"Education, Training & Achievement Scores",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,SCHOOL: HOW MANY TIMES DID PARENTS ATTEND SCHOOL MEETING,school/achievement,2002.0
C2589000,C25890.00,MAT_GRD,2002,"Education, Training & Achievement Scores",quick_curated_logit_predictor; team_feature_lasso_top30,PIAT MATH: CHILD GRADE IN SCHOOL,school/achievement,2002.0
C2759000,C27590.00,CSAS020F,2002,"Education, Training & Achievement Scores",quick_curated_logit_predictor; team_feature_lasso_top30,CHILD SELF-ADMIN: HOW MUCH CHILD TELLS PARENTS ABOUT WHAT HOMEWORK,school/achievement,2002.0
C2766100,C27661.00,CSAS040E,2002,"Education, Training & Achievement Scores",crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON,school/achievement,2002.0
C2773300,C27733.00,CSAS093,2002,"Education, Training & Achievement Scores",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,CHILD SELF-ADMIN: HAS CHILD EVER HAD A SEX EDUCATION CLASS AT,school/achievement,2002.0
Y1416200,Y14162.00,YASR-60F,2002,"Education, Training & Achievement Scores",crime_related_variable,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,school/achievement,2002.0
Y1417900,Y14179.00,YASR-69B,2002,Crime & Substance Use,crime_related_variable,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?,socioeconomic/work,2002.0
C2769800,C27698.00,CSAS056B,2002,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,substance/risk behavior,2002.0
C2770000,C27700.00,CSAS057B,2002,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN,substance/risk behavior,2002.0
C2770600,C27706.00,CSAS063,2002,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,substance/risk behavior,2002.0
Y1417406,Y14174.06,YASR-65A~000007,2002,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,substance/risk behavior,2002.0
Y1417407,Y14174.07,YASR-65A~000008,2002,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,substance/risk behavior,2002.0
C3012800,C30128.00,BPI-31,2004,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2004.0
C2796300,C27963.00,BPMIS22004,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,behavioral/externalizing,2004.0
C2796400,C27964.00,BPEXTR2004,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2004.0
C2796900,C27969.00,BPEXTP2004,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,2004.0
C2797000,C27970.00,BPEXTZ2004,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2004.0
C2797200,C27972.00,ANTI2004,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,2004.0
C2797300,C27973.00,ANTIPX2004,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,2004.0
C2797400,C27974.00,ANTIP2004,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,2004.0
C2797500,C27975.00,ANTIZX2004,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,2004.0
C2797600,C27976.00,ANTIZ2004,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,2004.0
C3010000,C30100.00,BPI-04,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2004.0
C3010200,C30102.00,BPI-06,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2004.0
C3010600,C30106.00,BPI-10,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2004.0
C3010700,C30107.00,BPI-11,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2004.0
C3010900,C30109.00,BPI-13,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2004.0
C3011500,C30115.00,BPI-19,2004,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2004.0
C3012400,C30124.00,BPI-28,2004,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2004.0
C0008047,C00080.47,CRES2004,2004,"Household, Geography & Demographics",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,USUAL RESIDENCE OF CHILD,family/home,2004.0
C2996600,C29966.00,HOME-D04,2004,"Parents, Family Process & Childhood",quick_curated_logit_predictor; team_feature_lasso_top30,HOME PART D (10-14 YRS): DOES FAMILY GET A DAILY NEWSPAPER?,family/home,2004.0
C3048400,C30484.00,CSAS049A,2004,Other / Unclassified,quick_curated_logit_predictor; substantive_lasso_top30,CHILD SELF-ADMIN: OFTEN GETS IN A JAM BECAUSE R DOES THINGS W/O,other,2004.0
C3040300,C30403.00,CSAS024A,2004,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON,peer/neighborhood,2004.0
C3045500,C30455.00,CSAS040B,2004,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,prior delinquency/contact,2004.0
Y1667300,Y16673.00,YASR-60C,2004,Crime & Substance Use,crime_related_variable,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED,prior delinquency/contact,2004.0
Y1668800,Y16688.00,YASR-65A~000001,2004,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,prior delinquency/contact,2004.0
Y1668801,Y16688.01,YASR-65A~000002,2004,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,prior delinquency/contact,2004.0
Y1668802,Y16688.02,YASR-65A~000003,2004,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,prior delinquency/contact,2004.0
Y1668804,Y16688.04,YASR-65A~000005,2004,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,prior delinquency/contact,2004.0
Y1669000,Y16690.00,YASR-67,2004,Crime & Substance Use,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,prior delinquency/contact,2004.0
Y1668900,Y16689.00,YASR-66,2004,Other / Unclassified,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS,prior delinquency/contact,2004.0
Y1489300,Y14893.00,Q4-5AA,2004,Crime & Substance Use,crime_related_variable,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY,school/achievement,2004.0
Y1489400,Y14894.00,Q4-5AB,2004,Crime & Substance Use,crime_related_variable,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON,school/achievement,2004.0
Y1668200,Y16682.00,YASR-61B,2004,Crime & Substance Use,crime_related_variable,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,school/achievement,2004.0
C3045800,C30458.00,CSAS040E,2004,"Education, Training & Achievement Scores",crime_related_variable,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON,school/achievement,2004.0
Y1667600,Y16676.00,YASR-60F,2004,"Education, Training & Achievement Scores",crime_related_variable,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,school/achievement,2004.0
Y1669300,Y16693.00,YASR-69B,2004,Crime & Substance Use,crime_related_variable,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?,socioeconomic/work,2004.0
C3049700,C30497.00,CSAS056B,2004,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,substance/risk behavior,2004.0
C3049900,C30499.00,CSAS057B,2004,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN,substance/risk behavior,2004.0
C3050500,C30505.00,CSAS063,2004,Crime & Substance Use,crime_related_variable,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,substance/risk behavior,2004.0
Y1668806,Y16688.06,YASR-65A~000007,2004,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,substance/risk behavior,2004.0
Y1668807,Y16688.07,YASR-65A~000008,2004,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,substance/risk behavior,2004.0
C3422800,C34228.00,MS-BPI-31,2006,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2006.0
C3104300,C31043.00,BPMIS22006,2006,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,behavioral/externalizing,2006.0
C3104400,C31044.00,BPEXTR2006,2006,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2006.0
C3104900,C31049.00,BPEXTP2006,2006,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,behavioral/externalizing,2006.0
C3105000,C31050.00,BPEXTZ2006,2006,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,behavioral/externalizing,2006.0
C3105200,C31052.00,ANTI2006,2006,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,behavioral/externalizing,2006.0
C3105300,C31053.00,ANTIPX2006,2006,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,behavioral/externalizing,2006.0
C3105400,C31054.00,ANTIP2006,2006,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN,behavioral/externalizing,2006.0
C3105500,C31055.00,ANTIZX2006,2006,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,behavioral/externalizing,2006.0
C3105600,C31056.00,ANTIZ2006,2006,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,behavioral/externalizing,2006.0
