csv_code,coefficient,ref_id,variable,survey_year,feature_group,question,abs_coefficient
Y0970900,0.007270924916207995,Y09709.00,YASR-66E,1998,prior delinquency/contact,YA SELF-REPORT: NUMBER OF TIMES REFERRED TO COURT-RELATED,0.007270924916207995
C0112600,-0.007193892509753423,C01126.00,NHCHLD1986,1986,family/home,NUMBER OF MEMBERS UNDER 18 IN HH OF MOTHER,0.007193892509753423
Y3245905,0.0070506417399695395,Y32459.05,Q13-3A.01~000006,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0070506417399695395
C1196200,0.007001431752590419,C11962.00,ANTIPX1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.007001431752590419
Y2609704,-0.006781346450066107,Y26097.04,YASR-65A~000005,2010,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,0.006781346450066107
C1366200,0.006541320890840406,C13662.00,CS942517,1994,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO,0.006541320890840406
Y3586904,0.006495904269073965,Y35869.04,Q13-3C.01~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.006495904269073965
C5808100,-0.006407867691590698,C58081.00,ANTIZ2014,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.006407867691590698
Y2875905,-0.006337847081604167,Y28759.05,Q13-3A.05~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.006337847081604167
Y2611600,-0.0063328736699682,Y26116.00,YASR-69B,2010,socioeconomic/work,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?,0.0063328736699682
C2797000,-0.006202257813681761,C27970.00,BPEXTZ2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.006202257813681761
C5531600,0.005772453090362652,C55316.00,ANTIPX2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX,0.005772453090362652
C6053200,0.005666479227188016,C60532.00,BPEXTP2016,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS,0.005666479227188016
Y3588903,-0.005656216075452247,Y35889.03,Q13-3F.03~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.005656216075452247
Y0670500,0.00553222100844407,Y06705.00,YASR-62A,1996,prior delinquency/contact,YASR: EVER BEEN CONVICTED OF CHARGES OTHER THAN MINOR TRAFFIC,0.00553222100844407
C1797300,0.00549712304852249,C17973.00,ANTIZX1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.00549712304852249
Y3248603,-0.005412134822556196,Y32486.03,Q13-3F.04~000028,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.005412134822556196
Y2875703,0.005246447289780523,Y28757.03,Q13-3A.03~000004,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.005246447289780523
Y3589601,-0.005234857974810443,Y35896.01,Q13-3G.04~000026,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.005234857974810443
C3104400,-0.005212762959445126,C31044.00,BPEXTR2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,0.005212762959445126
C0576706,-0.005164450125453069,C05767.06,BPEXTZ1986,1986,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS,0.005164450125453069
Y2256900,0.005092799703540857,Y22569.00,YASR-60F,2008,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,0.005092799703540857
C3948300,-0.004925167232846221,C39483.00,MS-BPI-28,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.004925167232846221
C2737600,0.004890972843434807,C27376.00,BPI-04,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.004890972843434807
Y2875505,0.0048728326722905484,Y28755.05,Q13-3A.01~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0048728326722905484
Y0671400,-0.0048496796107751275,Y06714.00,YASR-65A~000005,1996,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF DESTRUCTION OF PROPERTY?,0.0048496796107751275
Y2876504,-0.004779690494411681,Y28765.04,Q13-3C.05~000011,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.004779690494411681
Y2875903,-0.004779690494408041,Y28759.03,Q13-3A.05~000004,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.004779690494408041
Y2876503,-0.004779690494408041,Y28765.03,Q13-3C.05~000010,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.004779690494408041
Y2878901,0.004779690494408041,Y28789.01,Q13-3G.05~000026,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.004779690494408041
Y3588400,-0.004752539394233919,Y35884.00,Q13-3E.04~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.004752539394233919
Y2878601,0.004652468222245368,Y28786.01,Q13-3G.02~000026,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.004652468222245368
Y3325801,-0.0045977757437176475,Y33258.01,YASR-61A-D~000002,2014,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,0.0045977757437176475
C3946600,-0.004422195060827676,C39466.00,MS-BPI-11,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.004422195060827676
Y0671100,-0.00428348122244922,Y06711.00,YASR-65A~000002,1996,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF ROBBERY?,0.00428348122244922
Y0673600,-0.004171463967520609,Y06736.00,YASR-66F,1996,prior delinquency/contact,YA SELF-REPORT: AGE WHEN FIRST REFERRED TO COURT-RELATED COUNSELING,0.004171463967520609
Y3670901,0.004142756457790506,Y36709.01,YASR-61A-D~000002,2016,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,0.004142756457790506
Y3587600,-0.004044370417568076,Y35876.00,Q13-3D.02~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.004044370417568076
Y4210701,0.004032087419384476,Y42107.01,Q13-3G.01~000026,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.004032087419384476
Y4208704,0.004032087419380798,Y42087.04,Q13-3C.01~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.004032087419380798
C1140400,-0.004022730099653125,C11404.00,CS926865,1992,substance/risk behavior,CHILD SELF-ADMINISTERED: CHILD'S AGE WHEN FIRST USED MARIJUANA,0.004022730099653125
C1435000,0.003962607239203177,C14350.00,MS941433,1994,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.003962607239203177
Y1417404,0.003912744658475012,Y14174.04,YASR-65A~000005,2002,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,0.003912744658475012
Y3587204,-0.003908592895272296,Y35872.04,Q13-3C.04~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.003908592895272296
C5699400,-0.00385979363796016,C56994.00,CSAS056B,2012,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,0.00385979363796016
Y3587700,-0.0037903361694328563,Y35877.00,Q13-3D.03~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0037903361694328563
C3608000,-0.0037013595662890994,C36080.00,BPMIS22008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -,0.0037013595662890994
C1588800,-0.0034752009042681993,C15888.00,CS960823,1996,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON,0.0034752009042681993
Y0380500,0.0033542780063601273,Y03805.00,YASR-69B,1994,socioeconomic/work,YA SELF-REPORT: WAS VOLUNTEER WORK COURT ORDERED?,0.0033542780063601273
Y3587800,-0.003290143569310362,Y35878.00,Q13-3D.04~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.003290143569310362
Y3248000,-0.003188348995365671,Y32480.00,Q13-3E.04~000019,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.003188348995365671
Y3246604,0.0031392024179916858,Y32466.04,Q13-3C.02~000011,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0031392024179916858
Y2878801,-0.0029985261259430195,Y28788.01,Q13-3G.04~000026,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,0.0029985261259430195
Y3589003,-0.0029985261259430195,Y35890.03,Q13-3F.04~000028,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0029985261259430195
Y3326206,0.002899606612534912,Y33262.06,YASR-65A~000007,2014,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,0.002899606612534912
Y3586603,-0.0026735676460209953,Y35866.03,Q13-3A.04~000004,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0026735676460209953
C1798200,0.002588566825609661,C17982.00,BPEXTR1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS,0.002588566825609661
C2797600,0.0025607654006279492,C27976.00,ANTIZ2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.0025607654006279492
C0945100,0.002553677693630065,C09451.00,CS906667,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED OTHER DRUGS,0.002553677693630065
C0945300,0.0024741052894400547,C09453.00,CS906671,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED ANY DRUGS,0.0024741052894400547
Y2875705,0.002433338918510395,Y28757.05,Q13-3A.03~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.002433338918510395
Y3588300,0.0024238578416793948,Y35883.00,Q13-3E.03~000019,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0024238578416793948
Y3586605,-0.002417956254587755,Y35866.05,Q13-3A.04~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.002417956254587755
Y3586705,0.002409122675766857,Y35867.05,Q13-3A.05~000006,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.002409122675766857
Y3587900,-0.002409122675766857,Y35879.00,Q13-3D.05~000013,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.002409122675766857
Y3246205,-0.0024082762579598752,Y32462.05,Q13-3A.04~000006,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0024082762579598752
Y0378100,0.002352432463117087,Y03781.00,YASR-65A~000009,1994,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION/USE OF ILLICIT DRUGS?,0.002352432463117087
C2589000,0.0023260364456144872,C25890.00,MAT_GRD,2002,school/achievement,PIAT MATH: CHILD GRADE IN SCHOOL,0.0023260364456144872
C0993800,-0.002063697914087287,C09938.00,ANTI1990,1990,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,0.002063697914087287
C0783700,-0.0020190660850291694,C07837.00,MS880834,1988,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0020190660850291694
C5116300,0.0019828855799122105,C51163.00,CSAS024A,2010,peer/neighborhood,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON,0.0019828855799122105
Y3587103,-0.001970791868379374,Y35871.03,Q13-3C.03~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.001970791868379374
C5531800,0.0018565702012122306,C55318.00,ANTIZX2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.0018565702012122306
Y1942102,0.0017967616108610898,Y19421.02,YASR-65A~000003,2006,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,0.0017967616108610898
Y3246803,-0.0017785047504513785,Y32468.03,Q13-3C.04~000010,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0017785047504513785
Y2875803,0.0017049388419797299,Y28758.03,Q13-3A.04~000004,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0017049388419797299
Y2878203,0.0017049388419797299,Y28782.03,Q13-3F.04~000028,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0017049388419797299
Y2876900,-0.0017009077865586125,Y28769.00,Q13-3D.03~000013,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0017009077865586125
Y3246203,0.0015985276911478317,Y32462.03,Q13-3A.04~000004,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0015985276911478317
C0944500,-0.00159029789677655,C09445.00,CS906655,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER DRUNK ALCOHOL,0.00159029789677655
Y4208703,0.0014935489469832123,Y42087.03,Q13-3C.01~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0014935489469832123
Y4208203,0.0014935489469832123,Y42082.03,Q13-3A.01~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0014935489469832123
Y4208205,0.001493548946979538,Y42082.05,Q13-3A.01~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.001493548946979538
Y4209200,0.001493548946979538,Y42092.00,Q13-3D.01~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.001493548946979538
C1794500,0.0014840437719630304,C17945.00,ANTI1998,1998,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE,0.0014840437719630304
C5122700,-0.0014516852502058173,C51227.00,CSAS063,2010,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA,0.0014516852502058173
Y2877600,0.0013307018768588307,Y28776.00,Q13-3E.04~000019,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0013307018768588307
C3105600,-0.0013088175406150814,C31056.00,ANTIZ2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.0013088175406150814
Y1668806,-0.0013053923901673503,Y16688.06,YASR-65A~000007,2004,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,0.0013053923901673503
C1920500,-0.001175942017918798,C19205.00,CS98022,1998,school/achievement,CHILD SELF-ADMIN: WHAT GRADE IN SCHOOL ARE YOU ATTENDING,0.001175942017918798
Y2258107,-0.001059352260561713,Y22581.07,YASR-65A~000008,2008,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,0.001059352260561713
Y0377600,-0.0010465434343677482,Y03776.00,YASR-65A~000004,1994,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF FENCING/RECEIVING/SELLING STOLEN,0.0010465434343677482
C2526200,0.0010173698226279833,C25262.00,ANTIZX2002,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX,0.0010173698226279833
C6031700,0.0008617016813038591,C60317.00,MS-BPI-04,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,0.0008617016813038591
Y2876403,0.0008508254557894196,Y28764.03,Q13-3C.04~000010,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0008508254557894196
Y2875805,0.0008508254557894196,Y28758.05,Q13-3A.04~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,0.0008508254557894196
Y2877000,0.0008508254557894196,Y28770.00,Q13-3D.04~000013,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0008508254557894196
Y3247300,-0.0007356775016540307,Y32473.00,Q13-3D.03~000013,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0007356775016540307
C1195500,-0.000733175857308977,C11955.00,ANTIZ1992,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN,0.000733175857308977
Y3587104,0.0006162698600996174,Y35871.04,Q13-3C.03~000011,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0006162698600996174
Y2609100,-0.0005195176203003448,Y26091.00,YASR-61B,2010,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,0.0005195176203003448
Y3587203,-0.0004054848511728475,Y35872.03,Q13-3C.04~000010,2016,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0004054848511728475
C1932800,-0.0004005203307759679,C19328.00,CS98057,1998,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL,0.0004005203307759679
Y2876404,-7.759760763709149e-05,Y28764.04,Q13-3C.04~000011,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,7.759760763709149e-05
C2738200,4.176597770085414e-05,C27382.00,BPI-10,2002,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,4.176597770085414e-05
Y3247400,-2.9658530971806436e-05,Y32474.00,Q13-3D.04~000013,2014,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,2.9658530971806436e-05
Y4209400,0.0,Y42094.00,Q13-3D.03~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y4527800,0.0,Y45278.00,Q13-3E.02~000019,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y4527700,0.0,Y45277.00,Q13-3E.01~000019,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y4209500,0.0,Y42095.00,Q13-3D.04~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y4527600,0.0,Y45276.00,Q13-3D.05~000013,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y4275604,0.0,Y42756.04,YASR-60B-J~000005,2018,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,0.0
Y4528603,0.0,Y45286.03,Q13-3F.05~000028,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y4275701,0.0,Y42757.01,YASR-61A-D~000002,2018,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,0.0
Y4039600,0.0,Y40396.00,Q4-5AB,2018,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON,0.0
Y4596801,0.0,Y45968.01,YASR-60B-J~000002,2020,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED,0.0
Y4528503,0.0,Y45285.03,Q13-3F.04~000028,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y4209700,0.0,Y42097.00,Q13-3E.01~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y4209600,0.0,Y42096.00,Q13-3D.05~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y4528203,0.0,Y45282.03,Q13-3F.01~000028,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y4528303,0.0,Y45283.03,Q13-3F.02~000028,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y4276200,0.0,Y42762.00,YASR-65A~000001,2018,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,0.0
Y4210503,0.0,Y42105.03,Q13-3F.04~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y4210403,0.0,Y42104.03,Q13-3F.03~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y4210303,0.0,Y42103.03,Q13-3F.02~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y4276201,0.0,Y42762.01,YASR-65A~000002,2018,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,0.0
Y4210203,0.0,Y42102.03,Q13-3F.01~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y4276204,0.0,Y42762.04,YASR-65A~000005,2018,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,0.0
Y4528100,0.0,Y45281.00,Q13-3E.05~000019,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y4039500,0.0,Y40395.00,Q4-5AA,2018,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY,0.0
Y4210100,0.0,Y42101.00,Q13-3E.05~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y4210000,0.0,Y42100.00,Q13-3E.04~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y4209900,0.0,Y42099.00,Q13-3E.03~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y4209800,0.0,Y42098.00,Q13-3E.02~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y4210603,0.0,Y42106.03,Q13-3F.05~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y4528000,0.0,Y45280.00,Q13-3E.04~000019,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y4527900,0.0,Y45279.00,Q13-3E.03~000019,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,0.0
Y4528403,0.0,Y45284.03,Q13-3F.03~000028,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,0.0
Y4527500,0.0,Y45275.00,Q13-3D.04~000013,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y4526704,0.0,Y45267.04,Q13-3C.01~000011,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y4527400,0.0,Y45274.00,Q13-3D.03~000013,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,0.0
Y4596804,0.0,Y45968.04,YASR-60B-J~000005,2020,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,0.0
Y4527004,0.0,Y45270.04,Q13-3C.04~000011,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
Y4527003,0.0,Y45270.03,Q13-3C.04~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,0.0
Y4526904,0.0,Y45269.04,Q13-3C.03~000011,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,0.0
