csv_code,mean_abs_shap_logit,mean_shap_logit,n_splits,mean_split_loss,ref_id,variable,survey_year,feature_group,question
C0942400,0.0,0.0,0,,C09424.00,CS906613,1990,prior delinquency/contact,CHILD SELF-ADMINISTERED: HURT SOMEONE BAD ENOUGH TO NEED A DOCTOR
C0942700,0.0,0.0,0,,C09427.00,CS906619,1990,school/achievement,CHILD SELF-ADMINISTERED: DAMAGED SCHOOL PROPERTY ON PURPOSE
C0944500,0.0,0.0,0,,C09445.00,CS906655,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER DRUNK ALCOHOL
C0944600,0.0,0.0,0,,C09446.00,CS906657,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE R DRUNK ALCOHOL IN THE PAST 3 MONTHS
C0944700,0.0,0.0,0,,C09447.00,CS906659,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST DRANK ALCOHOL
C0944800,0.0,0.0,0,,C09448.00,CS906661,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED MARIJUANA
C0944900,0.0,0.0,0,,C09449.00,CS906663,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: R USED MARIJUANA IN THE PAST 3 MONTHS
C0945000,0.0,0.0,0,,C09450.00,CS906665,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED MARIJUANA
C0945100,0.0,0.0,0,,C09451.00,CS906667,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: HAVE YOU EVER USED OTHER DRUGS
C0945200,0.0,0.0,0,,C09452.00,CS906669,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: USED OTHER DRUGS IN THE PAST 3 MONTHS
C0945300,0.0,0.0,0,,C09453.00,CS906671,1990,substance/risk behavior,CHILD SELF-ADMINISTERED: R'S AGE WHEN FIRST USED ANY DRUGS
C0127413,0.0,0.0,0,,C01274.13,NH6_111991,1991,family/home,# HOUSEHOLD MEMBERS AGED 6 - 11 IN HOUSEHOLD OF MOTHER
C1185100,0.0,0.0,0,,C11851.00,MS921419,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C1182400,0.0,0.0,0,,C11824.00,MS921329,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C1182600,0.0,0.0,0,,C11826.00,MS921334,1992,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C1801400,0.0,0.0,0,,C18014.00,CS98LIK_02,1998,other,WHAT I AM LIKE/SPPC: SOME KIDS UNHAPPY/SOME PLEASED WITH THEMSELVES
Y0966300,0.0,0.0,0,,Y09663.00,YASR-61E,1998,prior delinquency/contact,YA SELF-REPORT: EVER IN LAST YEAR DAMAGED PROPERTY OF OTHERS ON
Y2258200,0.0,0.0,0,,Y22582.00,YASR-66,2008,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
Y1668200,0.0,0.0,0,,Y16682.00,YASR-61B,2004,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK
Y1667600,0.0,0.0,0,,Y16676.00,YASR-60F,2004,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE
Y1669300,0.0,0.0,0,,Y16693.00,YASR-69B,2004,socioeconomic/work,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?
C3049700,0.0,0.0,0,,C30497.00,CSAS056B,2004,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL
C3049900,0.0,0.0,0,,C30499.00,CSAS057B,2004,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN
C3050500,0.0,0.0,0,,C30505.00,CSAS063,2004,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA
Y1668806,0.0,0.0,0,,Y16688.06,YASR-65A~000007,2004,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR
Y1668807,0.0,0.0,0,,Y16688.07,YASR-65A~000008,2004,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR
C3422800,0.0,0.0,0,,C34228.00,MS-BPI-31,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C3104300,0.0,0.0,0,,C31043.00,BPMIS22006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
C3104400,0.0,0.0,0,,C31044.00,BPEXTR2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C3104900,0.0,0.0,0,,C31049.00,BPEXTP2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C3105000,0.0,0.0,0,,C31050.00,BPEXTZ2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C3105200,0.0,0.0,0,,C31052.00,ANTI2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C3105300,0.0,0.0,0,,C31053.00,ANTIPX2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C3105400,0.0,0.0,0,,C31054.00,ANTIP2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C3105500,0.0,0.0,0,,C31055.00,ANTIZX2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C3105600,0.0,0.0,0,,C31056.00,ANTIZ2006,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C3420000,0.0,0.0,0,,C34200.00,MS-BPI-04,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C3420200,0.0,0.0,0,,C34202.00,MS-BPI-06,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C3420600,0.0,0.0,0,,C34206.00,MS-BPI-10,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C3420700,0.0,0.0,0,,C34207.00,MS-BPI-11,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C3420900,0.0,0.0,0,,C34209.00,MS-BPI-13,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C3421500,0.0,0.0,0,,C34215.00,MS-BPI-19,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C3045800,0.0,0.0,0,,C30458.00,CSAS040E,2004,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON
Y1489400,0.0,0.0,0,,Y14894.00,Q4-5AB,2004,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON
Y1917200,0.0,0.0,0,,Y19172.00,Q15-143,2006,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
Y1489300,0.0,0.0,0,,Y14893.00,Q4-5AA,2004,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY
C2797300,0.0,0.0,0,,C27973.00,ANTIPX2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C2797400,0.0,0.0,0,,C27974.00,ANTIP2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C2797500,0.0,0.0,0,,C27975.00,ANTIZX2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C2797600,0.0,0.0,0,,C27976.00,ANTIZ2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C3010000,0.0,0.0,0,,C30100.00,BPI-04,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C3010200,0.0,0.0,0,,C30102.00,BPI-06,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C3010600,0.0,0.0,0,,C30106.00,BPI-10,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C3010700,0.0,0.0,0,,C30107.00,BPI-11,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C3010900,0.0,0.0,0,,C30109.00,BPI-13,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C3011500,0.0,0.0,0,,C30115.00,BPI-19,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C3012400,0.0,0.0,0,,C30124.00,BPI-28,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
C0008047,0.0,0.0,0,,C00080.47,CRES2004,2004,family/home,USUAL RESIDENCE OF CHILD
C2996600,0.0,0.0,0,,C29966.00,HOME-D04,2004,family/home,HOME PART D (10-14 YRS): DOES FAMILY GET A DAILY NEWSPAPER?
C3048400,0.0,0.0,0,,C30484.00,CSAS049A,2004,other,CHILD SELF-ADMIN: OFTEN GETS IN A JAM BECAUSE R DOES THINGS W/O
C3040300,0.0,0.0,0,,C30403.00,CSAS024A,2004,peer/neighborhood,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON
C3045500,0.0,0.0,0,,C30455.00,CSAS040B,2004,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO
Y1667300,0.0,0.0,0,,Y16673.00,YASR-60C,2004,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED
Y1668800,0.0,0.0,0,,Y16688.00,YASR-65A~000001,2004,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
Y1668801,0.0,0.0,0,,Y16688.01,YASR-65A~000002,2004,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY
Y1668802,0.0,0.0,0,,Y16688.02,YASR-65A~000003,2004,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y1668804,0.0,0.0,0,,Y16688.04,YASR-65A~000005,2004,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY
Y1669000,0.0,0.0,0,,Y16690.00,YASR-67,2004,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?
Y1668900,0.0,0.0,0,,Y16689.00,YASR-66,2004,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
C3422400,0.0,0.0,0,,C34224.00,MS-BPI-28,2006,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
C3357600,0.0,0.0,0,,C33576.00,CSAS005D,2006,family/home,CHILD SELF-ADMIN: HOW MUCH SAY IN RULES ABOUT DATING AND BOY/GIRL
C2797000,0.0,0.0,0,,C27970.00,BPEXTZ2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C3608600,0.0,0.0,0,,C36086.00,BPEXTP2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C3608900,0.0,0.0,0,,C36089.00,ANTI2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C3609000,0.0,0.0,0,,C36090.00,ANTIPX2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C3609100,0.0,0.0,0,,C36091.00,ANTIP2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C3609200,0.0,0.0,0,,C36092.00,ANTIZX2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C3609300,0.0,0.0,0,,C36093.00,ANTIZ2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C3945900,0.0,0.0,0,,C39459.00,MS-BPI-04,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C3946100,0.0,0.0,0,,C39461.00,MS-BPI-06,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C3946500,0.0,0.0,0,,C39465.00,MS-BPI-10,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C3946600,0.0,0.0,0,,C39466.00,MS-BPI-11,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C3946800,0.0,0.0,0,,C39468.00,MS-BPI-13,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C3947400,0.0,0.0,0,,C39474.00,MS-BPI-19,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C3948300,0.0,0.0,0,,C39483.00,MS-BPI-28,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
C3604000,0.0,0.0,0,,C36040.00,NHFCHD2008,2008,family/home,# FEMALE HH MEMBERS UNDER 18 IN HOUSEHOLD OF MOTHER
C3924800,0.0,0.0,0,,C39248.00,MS-HOME-D02F,2008,family/home,HOME PART D (10-14 YRS): HOW OFTEN CHILD EXPECTED TO HELP MANAGE
C3868400,0.0,0.0,0,,C38684.00,CSAS030A,2008,other,CHILD SELF-ADMIN: GIRLS AND BOYS SHOULD BE TREATED THE SAME AT
C3868100,0.0,0.0,0,,C38681.00,CSAS024A,2008,peer/neighborhood,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON
C3870000,0.0,0.0,0,,C38700.00,CSAS040B,2008,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO
Y2256600,0.0,0.0,0,,Y22566.00,YASR-60C,2008,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED
Y2258100,0.0,0.0,0,,Y22581.00,YASR-65A~000001,2008,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
Y2258101,0.0,0.0,0,,Y22581.01,YASR-65A~000002,2008,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY
Y2258102,0.0,0.0,0,,Y22581.02,YASR-65A~000003,2008,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y2258104,0.0,0.0,0,,Y22581.04,YASR-65A~000005,2008,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY
Y2258300,0.0,0.0,0,,Y22583.00,YASR-67,2008,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?
C3608700,0.0,0.0,0,,C36087.00,BPEXTZ2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C3608100,0.0,0.0,0,,C36081.00,BPEXTR2008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
Y1890600,0.0,0.0,0,,Y18906.00,Q14-14G,2006,health,USUAL PLACE R GOES FOR MEDICAL TREATMENT WHEN HAS ILLNESS OR INJURY
C3608000,0.0,0.0,0,,C36080.00,BPMIS22008,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
Y1737502,0.0,0.0,0,,Y17375.02,Q3-78~000003,2006,other,DO R AND SPOUSE/PARTNER HAVE SEPARATE CREDIT CARDS?
Y1938701,0.0,0.0,0,,Y19387.01,YASR-54A~000002,2006,other,"BIRTH CONTROL METHODS R USED - CONDOM, RUBBER"
C3364400,0.0,0.0,0,,C33644.00,CSAS024A,2006,peer/neighborhood,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON
C3366300,0.0,0.0,0,,C33663.00,CSAS040B,2006,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO
Y1940600,0.0,0.0,0,,Y19406.00,YASR-60C,2006,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED
Y1942100,0.0,0.0,0,,Y19421.00,YASR-65A~000001,2006,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
Y1942101,0.0,0.0,0,,Y19421.01,YASR-65A~000002,2006,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY
Y1942102,0.0,0.0,0,,Y19421.02,YASR-65A~000003,2006,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y1942104,0.0,0.0,0,,Y19421.04,YASR-65A~000005,2006,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY
Y1942300,0.0,0.0,0,,Y19423.00,YASR-67,2006,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?
Y1942200,0.0,0.0,0,,Y19422.00,YASR-66,2006,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
Y1739100,0.0,0.0,0,,Y17391.00,Q4-5AA,2006,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY
Y1739200,0.0,0.0,0,,Y17392.00,Q4-5AB,2006,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON
Y1941500,0.0,0.0,0,,Y19415.00,YASR-61B,2006,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK
C3366600,0.0,0.0,0,,C33666.00,CSAS040E,2006,school/achievement,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR DAMAGED SCHOOL PROPERTY ON
Y1940900,0.0,0.0,0,,Y19409.00,YASR-60F,2006,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE
Y1942700,0.0,0.0,0,,Y19427.00,YASR-69B,2006,socioeconomic/work,WAS ANY OF VOLUNTEER WORK R HAS DONE COURT ORDERED?
C3370000,0.0,0.0,0,,C33700.00,CSAS056B,2006,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL
C3370200,0.0,0.0,0,,C33702.00,CSAS057B,2006,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST DRANK ALCOHOL MORE THAN
C3370800,0.0,0.0,0,,C33708.00,CSAS063,2006,substance/risk behavior,CHILD SELF-ADMIN: CHILD'S AGE WHEN FIRST USED MARIJUANA
Y1942106,0.0,0.0,0,,Y19421.06,YASR-65A~000007,2006,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR
Y1942107,0.0,0.0,0,,Y19421.07,YASR-65A~000008,2006,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR
C3948700,0.0,0.0,0,,C39487.00,MS-BPI-31,2008,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C2797200,0.0,0.0,0,,C27972.00,ANTI2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C2796900,0.0,0.0,0,,C27969.00,BPEXTP2004,2004,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
Y0966400,0.0,0.0,0,,Y09664.00,YASR-61B,1998,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN PAST YEAR GOTTEN INTO FIGHT AT
Y0969500,0.0,0.0,0,,Y09695.00,YASR-65A~000012,1998,substance/risk behavior,YASR: EVER CONVICTED OF DRINKING/PURCHASING ALCOHOL WHILE UNDER
C2432900,0.0,0.0,0,,C24329.00,MS2-04,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C2433100,0.0,0.0,0,,C24331.00,MS2-06,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C2433500,0.0,0.0,0,,C24335.00,MS2-10,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C2433600,0.0,0.0,0,,C24336.00,MS2-11,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C2433800,0.0,0.0,0,,C24338.00,MS2-13,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C2434400,0.0,0.0,0,,C24344.00,MS2-19,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
C2496500,0.0,0.0,0,,C24965.00,BPMIS22000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
C2496600,0.0,0.0,0,,C24966.00,BPEXTR2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C2497100,0.0,0.0,0,,C24971.00,BPEXTP2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C2497200,0.0,0.0,0,,C24972.00,BPEXTZ2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C2497400,0.0,0.0,0,,C24974.00,ANTI2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C2497500,0.0,0.0,0,,C24975.00,ANTIPX2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C2497600,0.0,0.0,0,,C24976.00,ANTIP2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C2497700,0.0,0.0,0,,C24977.00,ANTIZX2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C2497800,0.0,0.0,0,,C24978.00,ANTIZ2000,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C2435300,0.0,0.0,0,,C24353.00,MS2-28,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
C2254614,0.0,0.0,0,,C22546.14,HLTH-5A~000016,2000,health,CHILD HEALTH: TYPE OF LIMITING CONDITION
C2466100,0.0,0.0,0,,C24661.00,CSAS040B,2000,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO
Y1176800,0.0,0.0,0,,Y11768.00,YASR-65A~000001,2000,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
Y1176801,0.0,0.0,0,,Y11768.01,YASR-65A~000002,2000,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY
Y1176802,0.0,0.0,0,,Y11768.02,YASR-65A~000003,2000,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y1176804,0.0,0.0,0,,Y11768.04,YASR-65A~000005,2000,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY
Y1177000,0.0,0.0,0,,Y11770.00,YASR-67,2000,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?
C2435600,0.0,0.0,0,,C24356.00,MS2-31,2000,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y0969200,0.0,0.0,0,,Y09692.00,YASR-65A~000009,1998,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF POSSESSION/USE OF ILLICIT DRUGS?
Y1176200,0.0,0.0,0,,Y11762.00,YASR-61B,2000,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK
Y0969100,0.0,0.0,0,,Y09691.00,YASR-65A~000008,1998,substance/risk behavior,YA SELF-REPORT: EVER CONVICTED OF SELLING MARIJUANA OR HASHISH?
Y0967600,0.0,0.0,0,,Y09676.00,YASR-61O,1998,prior delinquency/contact,YA SELF-REPORT: HAVE YOU EVER IN LAST YEAR HURT SOMEONE ENOUGH TO
Y0967900,0.0,0.0,0,,Y09679.00,YASR-62A,1998,prior delinquency/contact,YASR: EVER BEEN CONVICTED OF CHARGES OTHER THAN MINOR TRAFFIC
Y0968000,0.0,0.0,0,,Y09680.00,YASR-63,1998,prior delinquency/contact,YA SELF-REPORT: NUMBER OF TIMES BEEN CONVICTED OF SOMETHING
Y0968400,0.0,0.0,0,,Y09684.00,YASR-65A~000001,1998,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF ASSAULT?
Y0968500,0.0,0.0,0,,Y09685.00,YASR-65A~000002,1998,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF ROBBERY?
Y0968600,0.0,0.0,0,,Y09686.00,YASR-65A~000003,1998,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF THEFT?
Y0968700,0.0,0.0,0,,Y09687.00,YASR-65A~000004,1998,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF FENCING/RECEIVING/SELLING STOLEN
Y0968800,0.0,0.0,0,,Y09688.00,YASR-65A~000005,1998,prior delinquency/contact,YA SELF-REPORT: EVER CONVICTED OF DESTRUCTION OF PROPERTY?
